_id,prefix,suffix,oldPart,newPart,prevSent,nextSent,label
ObjectID(5527f566a21e3a63c2acb7a5),"Prior to his political career Reagan was also a famous motion picture actor and president of the","","Hollywood actors' labor union.","Screen Actors Guild.","Ronald Wilson Reagan (February 6, 1911– June 5, 2004) was the 40th President of the United States (1981&ndash;1989) and the 33rd Governor of California (1967&ndash;1975).","Born in Tampico, Illinois, Reagan moved to Los Angeles, California in the 1930s.","Factual"
ObjectID(5527f0c7a21e3a63c2acaeb8),"Ronald Lee Boore(July 11, 1992 &ndash;","was the 40th President of the United States (1981&ndash;1989) and the 33rd Governor of California (1967&ndash;1975).","June 5, 2004)","May 14, 2010)","","At sixty-nine, he was the oldest person ever to be elected President of the United States.","Paraphrase"
ObjectID(5527dad2a21e0e4c0a9da7a5),"Onboard were Rear-Admiral Harry Rawson and","","enough men to ensure the safety of the town.","further British marines and sailors.","Later that day at 2:00 pm the Edgar class protected cruiser HMS St George, flagship of the Cape and East Africa Station, also steamed into the harbour.","At around the same time Lord Salisbury's reply arrived authorising Cave and Rawson to use the resources at their disposal to remove Khalid from power..  The telegraph read ""You are authorized to adopt whatever measures you may consider necessary, and will be supported in your action by Her Majesty's Government.","Factual"
ObjectID(5527e8dfa21edceb734d4f17),"Most users","from institutes of higher education, whose IP address can easily be used to determine the user's geographical location.","of the system will reach","access the system","Because it is used almost universally by astronomers, ADS can reveal much about how astronomical research is distributed around the world.","Studies reveal that the highest per-capita users of ADS are France and Netherlands-based astronomers, and while more developed countries (measured by GDP per capita) use the system more than less developed countries; the relationship between GDP per capita and ADS use is not linear.","Paraphrase"
ObjectID(5527e17ba21e0e4c0a9dc42a),"York City Football Club","English football club based in York, North Yorkshire.","is an","are the best team in the world and","","The club participates in the Conference National, the fifth tier of English football.","Other"
ObjectID(5527eea2a21e5709f6e9b7ea),"Weighing approximately , it was originally thought to be granite or basalt but is currently described as","in colour.","basalt and is black","granodiorite and is dark blue-pinkish-grey","The Stone is  high at its highest point,  wide, and  thick.","The stone has been on public display at The British Museum since 1802.","Factual"
ObjectID(5527d641a21e5709f6e93044),"Had the storm not turned,","similar to Hurricane's Carol and Edna of 1954.","it would've produced damage","damage would likely have been","Cooler waters weakened the hurricane to a tropical storm, and while looping back to the south, it was only a weak tropical storm.","See also","Paraphrase"
ObjectID(5527ec49a21e5709f6e99cea),"The external printer","on the computer.","port is the only external RS-422 serial port","port, designed for use with any compatible RS-422 serial device, was the only one","| accessdate = 2008-05-03","The PowerBook 100 did not include an external modem port, instead it uses an optional built-in modem for communications, which is connected through a 20-pin dual in-line socket connector.","X"
ObjectID(5527da17a21e3a63c2ac46b1),"He has access to the archive, and together they unearth several documents crucial to understanding the","","location of Dracula's tomb.","tomb's location.","They fortuitously meet Professor Turgut Bora from Istanbul University, who has also discovered a book like Paul's and Rossi's.","They also see the librarian who was killed in England—he appears to be following Helen and Paul.","Factual"
ObjectID(5527db9fa21e3a63c2ac54a9),"In April 2006 Peru signed a Free Trade Agreement with the United States, becoming the second country in","to sign it.","South America","the Andean Nations Community (CAN,CAN)","The country's petroleum, natural gas and power industries are expected to increase due to relatively high domestic and foreign influx of capital in the tourism, agriculture, mining and contruction sectors since 1995.","The FTA awaits approval by the two respective congresses.","Factual"
ObjectID(5527ebc2a21e3a63c2ac9766),"He said on several occasions","to make a comeback to the NHL, the only team for which he would play would be the Calgary Flames.","if he where","that if he had been able","He was also voted the Elite League Player of the year by the British Ice Hockey Writers Association.","Currently","Paraphrase"
ObjectID(5527ef04a21e0e4c0a9de8ea),"55–61 Some of his Oxford friends were under training for ordination, and","drawn into their discussions.","it was natural that Lang should be","Lang was often","In October 1888 Lang was elected to an All Souls Fellowship, and began to divide his time between London and Oxford.Lockhart, pp.","It seems that the question suddenly entered Lang's mind: ""Why shouldn't you be ordained?""Lockhart, p.","Factual"
ObjectID(5527d802a21e0e4c0a9d98dd),"On June 17th, the Devils announced that the team's all-time leading scorer, John","their new head coach.","MacLean as","MacLean, would become","Head coach Jacques Lemaire retired from coaching on April 26, 2010.","Former team head and assistant coach, Larry Robinson and former NHL all-star Adam Oates would join MacLean as assistants.","X"
ObjectID(5527f120a21e3a63c2acaf27),"A Gallup poll taken in February 2007,","listed at number two).","which has him","has Reagan","Academics and historians rate Reagan among the top fifteen American presidents, although he is ranked higher in several public opinion surveys taken a decade or more after he left office.","Early life","Paraphrase"
ObjectID(5527e14da21e5709f6e9667f),"Hamlet is a tragedy by  William Shakespeare, believed to have been written between","","2000 and 2038.","1599 and 1601.","thumb|right|The American actor Edwin Booth as Hamlet, c.&nbsp;1870","The play, set in Denmark, recounts how Prince Hamlet exacts revenge on his uncle Claudius, who has murdered Hamlet's father, the King, and then taken the throne and married Hamlet's mother.","Factual"
ObjectID(5527ecfba21edceb734d607a),"One of three stances can be performed: standing, kneeling, and","rate of movement, accuracy, and stealth.","prone, which affects his","prone; each affects the player's","A number of additional abilities, such as a grenade launcher attachment, night-vision googles, and air strikes, can also be called in.","The game emphasis the use of cover along with these stances to avoid enemy fire or to recover health after taking significant damage.","Paraphrase"
ObjectID(5527e1cfa21e3a63c2ac742c),"Manchester United Football Club is","famous English football club.","a world","the world's most","User:Cantthinkofagoodname-->","They are based at Old Trafford Football Ground, Trafford, Greater Manchester and the club is one of the most successful football clubs in English football history, having won the FA Premier League/Football League 15 times, FA Cup 11 times, the League Cup twice, the European Cup twice, the UEFA Cup Winners Cup once, the Intercontinental Cup once, and the European Super Cup once.","Factual"
ObjectID(5527da6ba21e5709f6e9455b),"On the night of 8 December 1980, at around 10:49 p.m.,","shot Lennon in the back four times in the entrance of the Dakota.","maria ebola sanchez","Mark David Chapman","thumb|right|The entrance to the Dakota building where Lennon lived and was shot.","Earlier that evening, Lennon had autographed a copy of Double Fantasy for Chapman who had been stalking Lennon since October.","Factual"
